participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,class,class_id
P04,P04-20240414-181030,00:13:47.639,00:13:53.490,39726672,40007520,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:13:53.547,00:13:54.990,40010256,40079520,metal / wood collision,10
P04,P04-20240414-181030,00:13:54.990,00:14:06.240,40079520,40619520,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:14:06.047,00:14:07.673,40610256,40688304,metal / wood collision,10
P04,P04-20240414-181030,00:14:07.794,00:14:14.756,40694112,41028288,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:14:15.023,00:14:15.590,41041104,41068320,metal-only collision,0
P04,P04-20240414-181030,00:14:15.723,00:14:17.340,41074704,41152320,plastic / wood collision,27
P04,P04-20240414-181030,00:14:17.395,00:14:17.790,41154960,41173920,metal-only collision,0
P04,P04-20240414-181030,00:14:18.040,00:14:21.206,41185920,41337888,water,5
P04,P04-20240414-181030,00:14:22.271,00:14:29.556,41389008,41738688,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:14:29.556,00:16:09.507,41738688,46536336,water,5
P04,P04-20240414-181030,00:14:44.223,00:14:44.790,42442704,42469920,metal / plastic collision,11
P04,P04-20240414-181030,00:14:44.990,00:14:45.490,42479520,42503520,metal / wood collision,10
P04,P04-20240414-181030,00:14:53.273,00:14:53.873,42877104,42905904,wood-only collision,21
P04,P04-20240414-181030,00:14:54.273,00:14:54.823,42925104,42951504,metal / wood collision,10
P04,P04-20240414-181030,00:14:58.873,00:14:59.390,43145904,43170720,metal-only collision,0
P04,P04-20240414-181030,00:14:59.640,00:15:00.056,43182720,43202688,plastic-only collision,6
P04,P04-20240414-181030,00:15:07.906,00:15:08.973,43579488,43630704,metal / wood collision,10
P04,P04-20240414-181030,00:15:09.070,00:15:13.973,43635360,43870704,metal / plastic collision,11
P04,P04-20240414-181030,00:15:14.553,00:15:14.975,43898544,43918800,metal-only collision,0
P04,P04-20240414-181030,00:15:15.256,00:15:15.631,43932288,43950288,wood-only collision,21
P04,P04-20240414-181030,00:15:19.121,00:15:19.584,44117808,44140032,metal / wood collision,10
P04,P04-20240414-181030,00:15:21.240,00:15:22.053,44219520,44258544,plastic / wood collision,27
P04,P04-20240414-181030,00:15:25.441,00:15:25.959,44421168,44446032,metal / wood collision,10
P04,P04-20240414-181030,00:15:30.874,00:15:31.568,44681952,44715264,metal / wood collision,10
P04,P04-20240414-181030,00:15:33.740,00:15:35.225,44819520,44890800,metal / wood collision,10
P04,P04-20240414-181030,00:15:36.661,00:15:37.709,44959728,45010032,ceramic / wood collision,34
P04,P04-20240414-181030,00:15:38.404,00:15:38.959,45043392,45070032,ceramic-only collision,14
P04,P04-20240414-181030,00:15:39.711,00:15:45.428,45106128,45380544,ceramic-only collision,14
P04,P04-20240414-181030,00:15:43.146,00:15:44.381,45271008,45330288,open / close,3
P04,P04-20240414-181030,00:15:44.873,00:15:48.381,45353904,45522288,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:15:46.006,00:15:46.303,45408288,45422544,wood-only collision,21
P04,P04-20240414-181030,00:15:51.239,00:15:52.803,45659472,45734544,metal / wood collision,10
P04,P04-20240414-181030,00:15:54.459,00:16:01.971,45814032,46174608,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:16:01.971,00:16:03.257,46174608,46236336,metal / wood collision,10
P04,P04-20240414-181030,00:16:09.513,00:16:10.550,46536624,46586400,metal / wood collision,10
P04,P04-20240414-181030,00:16:10.800,00:16:25.950,46598400,47325600,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:16:26.672,00:16:27.019,47360256,47376912,metal / wood collision,10
P04,P04-20240414-181030,00:16:26.921,00:16:40.380,47372208,48018240,water,5
P04,P04-20240414-181030,00:16:34.443,00:16:35.100,47733264,47764800,ceramic-only collision,14
P04,P04-20240414-181030,00:16:34.576,00:16:43.258,47739648,48156384,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:16:38.072,00:16:38.517,47907456,47928816,ceramic-only collision,14
P04,P04-20240414-181030,00:16:41.068,00:16:43.131,48051264,48150288,ceramic-only collision,14
P04,P04-20240414-181030,00:16:44.167,00:16:45.105,48200016,48245040,metal / ceramic collision,12
P04,P04-20240414-181030,00:16:46.566,00:16:47.115,48315168,48341520,metal / wood collision,10
P04,P04-20240414-181030,00:16:47.405,00:16:49.455,48355440,48453840,water,5
P04,P04-20240414-181030,00:16:47.553,00:16:48.193,48362544,48393264,metal / wood collision,10
P04,P04-20240414-181030,00:16:49.073,00:17:06.636,48435504,49278528,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:16:53.256,00:16:53.959,48636288,48670032,ceramic-only collision,14
P04,P04-20240414-181030,00:16:59.413,00:16:59.965,48931824,48958320,ceramic-only collision,14
P04,P04-20240414-181030,00:17:08.528,00:17:45.205,49369344,51129840,water,5
P04,P04-20240414-181030,00:17:13.707,00:17:31.871,49617936,50489808,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:17:32.929,00:17:37.010,50540592,50736480,metal / plastic collision,11
P04,P04-20240414-181030,00:17:33.172,00:17:33.899,50552256,50587151,metal / wood collision,10
P04,P04-20240414-181030,00:17:34.149,00:17:35.899,50599151,50683151,metal / plastic collision,11
P04,P04-20240414-181030,00:17:40.689,00:17:41.229,50913072,50938992,metal / ceramic collision,12
P04,P04-20240414-181030,00:17:41.413,00:17:42.177,50947824,50984495,ceramic-only collision,14
P04,P04-20240414-181030,00:17:42.987,00:17:43.510,51023376,51048480,wood-only collision,21
P04,P04-20240414-181030,00:17:45.206,00:17:59.955,51129887,51837840,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:17:59.871,00:18:00.399,51833808,51859151,wood-only collision,21
P04,P04-20240414-181030,00:18:00.788,00:18:18.399,51877824,52723151,water,5
P04,P04-20240414-181030,00:18:04.510,00:18:18.479,52056480,52726992,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:18:19.130,00:18:22.584,52758240,52924032,ceramic-only collision,14
P04,P04-20240414-181030,00:18:24.075,00:18:25.844,52995600,53080512,metal / wood collision,10
P04,P04-20240414-181030,00:18:26.010,00:18:28.927,53088480,53228495,ceramic-only collision,14
P04,P04-20240414-181030,00:18:31.641,00:18:33.010,53358768,53424480,metal / plastic collision,11
P04,P04-20240414-181030,00:18:31.702,00:18:32.465,53361696,53398319,metal / marble collision,28
P04,P04-20240414-181030,00:18:33.583,00:18:33.834,53451984,53464032,plastic-only collision,6
P04,P04-20240414-181030,00:18:34.271,00:18:37.642,53485008,53646816,water,5
P04,P04-20240414-181030,00:18:35.446,00:18:41.623,53541407,53837904,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:18:42.150,00:19:40.531,53863200,56665488,water,5
P04,P04-20240414-181030,00:18:52.926,00:18:53.544,54380448,54410112,metal / wood collision,10
P04,P04-20240414-181030,00:18:54.953,00:19:08.755,54477744,55140240,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:19:10.663,00:19:11.189,55231824,55257072,metal / plastic collision,11
P04,P04-20240414-181030,00:19:12.215,00:19:12.650,55306319,55327200,ceramic-only collision,14
P04,P04-20240414-181030,00:19:13.724,00:19:30.373,55378752,56177904,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:19:31.360,00:19:40.413,56225279,56659824,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:19:42.110,00:19:44.715,56741279,56866319,water,5
P04,P04-20240414-181030,00:19:42.697,00:19:50.873,56769455,57161904,water,5
P04,P04-20240414-181030,00:19:51.729,00:19:54.544,57202992,57338112,metal-only collision,0
P04,P04-20240414-181030,00:19:55.344,00:19:56.473,57376512,57430704,metal / wood collision,10
P04,P04-20240414-181030,00:19:57.561,00:20:07.068,57482927,57939264,scrub / scrape / scour / wipe,1
P04,P04-20240414-181030,00:20:13.475,00:20:15.131,58246799,58326288,footstep,7
P04,P04-20240414-181030,00:20:15.131,00:20:15.990,58326288,58367520,metal / plastic collision,11
P04,P04-20240414-181030,00:20:15.975,00:20:17.475,58366799,58438799,footstep,7
P04,P04-20240414-181030,00:20:17.521,00:20:18.178,58441008,58472544,slide object,9
P04,P04-20240414-181030,00:20:19.084,00:20:20.256,58516032,58572288,ceramic / wood collision,34
P04,P04-20240414-181030,00:20:21.393,00:20:22.631,58626864,58686288,footstep,7
P04,P04-20240414-181030,00:20:22.998,00:20:24.600,58703904,58780799,rustle,4
P04,P04-20240414-181030,00:20:26.115,00:20:30.240,58853520,59051520,rustle,4
P04,P04-20240414-181030,00:20:29.131,00:20:29.709,58998288,59026032,open / close,3
P04,P04-20240414-181030,00:20:30.162,00:20:30.600,59047776,59068799,metal / paper collision,23
P04,P04-20240414-181030,00:20:30.818,00:20:31.350,59079264,59104799,metal / wood collision,10
P04,P04-20240414-181030,00:20:31.740,00:20:33.781,59123520,59221488,rustle,4
P04,P04-20240414-181030,00:20:34.463,00:20:37.849,59254224,59416752,rustle,4
P04,P04-20240414-181030,00:20:39.327,00:20:40.236,59487696,59531328,rustle,4
P04,P04-20240414-181030,00:20:40.781,00:20:43.568,59557488,59691264,stir / mix / whisk,8
P04,P04-20240414-181030,00:20:42.131,00:20:43.271,59622288,59677008,rustle,4
P04,P04-20240414-181030,00:20:43.589,00:20:44.436,59692272,59732927,open / close,3
P04,P04-20240414-181030,00:20:44.651,00:20:48.269,59743248,59916912,footstep,7
P04,P04-20240415-175615,00:00:01.267,00:00:06.042,60815,290016,footstep,7
P04,P04-20240415-175615,00:00:06.818,00:00:25.591,327264,1228368,water,5
P04,P04-20240415-175615,00:00:09.725,00:00:24.689,466800,1185072,water,5
P04,P04-20240415-175615,00:00:25.217,00:00:25.597,1210416,1228656,metal-only collision,0
P04,P04-20240415-175615,00:00:29.144,00:00:30.587,1398912,1468176,footstep,7
P04,P04-20240415-175615,00:00:32.089,00:00:45.930,1540272,2204640,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:00:46.065,00:00:46.488,2211120,2231424,open / close,3
P04,P04-20240415-175615,00:00:46.862,00:00:49.892,2249376,2394816,metal / plastic collision,11
P04,P04-20240415-175615,00:00:47.097,00:00:47.781,2260656,2293488,open / close,3
P04,P04-20240415-175615,00:00:49.988,00:00:51.526,2399424,2473248,open / close,3
P04,P04-20240415-175615,00:00:51.526,00:00:54.186,2473248,2600928,open / close,3
P04,P04-20240415-175615,00:00:55.048,00:00:55.623,2642304,2669904,metal-only collision,0
P04,P04-20240415-175615,00:00:55.829,00:00:56.200,2679792,2697600,plastic-only collision,6
P04,P04-20240415-175615,00:00:56.412,00:00:59.579,2707776,2859792,footstep,7
P04,P04-20240415-175615,00:00:57.785,00:00:58.226,2773680,2794848,metal / plastic collision,11
P04,P04-20240415-175615,00:00:59.484,00:01:00.888,2855232,2922624,metal-only collision,0
P04,P04-20240415-175615,00:01:01.693,00:01:02.961,2961264,3022128,metal / plastic collision,11
P04,P04-20240415-175615,00:01:03.094,00:01:04.398,3028512,3091104,metal-only collision,0
P04,P04-20240415-175615,00:01:04.623,00:01:04.991,3101904,3119568,plastic / wood collision,27
P04,P04-20240415-175615,00:01:05.005,00:01:07.682,3120240,3248736,metal / plastic collision,11
P04,P04-20240415-175615,00:01:07.755,00:01:08.307,3252240,3278736,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:01:08.373,00:01:10.241,3281904,3371568,metal-only collision,0
P04,P04-20240415-175615,00:01:10.403,00:01:11.947,3379344,3453456,open / close,3
P04,P04-20240415-175615,00:01:12.220,00:01:14.741,3466560,3587568,footstep,7
P04,P04-20240415-175615,00:01:13.213,00:01:13.894,3514223,3546912,metal-only collision,0
P04,P04-20240415-175615,00:01:14.616,00:01:15.623,3581568,3629904,metal-only collision,0
P04,P04-20240415-175615,00:01:15.817,00:01:22.493,3639215,3959663,footstep,7
P04,P04-20240415-175615,00:01:18.550,00:01:18.999,3770400,3791952,footstep,7
P04,P04-20240415-175615,00:01:22.607,00:01:23.004,3965136,3984192,metal-only collision,0
P04,P04-20240415-175615,00:01:23.071,00:01:29.993,3987408,4319664,footstep,7
P04,P04-20240415-175615,00:01:30.052,00:01:30.326,4322496,4335648,metal-only collision,0
P04,P04-20240415-175615,00:01:30.831,00:01:32.278,4359888,4429344,footstep,7
P04,P04-20240415-175615,00:01:32.659,00:01:33.766,4447632,4500768,open / close,3
P04,P04-20240415-175615,00:01:33.875,00:01:39.516,4506000,4776768,footstep,7
P04,P04-20240415-175615,00:01:35.135,00:01:35.560,4566480,4586880,plastic-only collision,6
P04,P04-20240415-175615,00:01:39.408,00:01:40.436,4771584,4820928,open / close,3
P04,P04-20240415-175615,00:01:40.991,00:01:42.352,4847568,4912896,open / close,3
P04,P04-20240415-175615,00:01:43.554,00:01:43.950,4970592,4989600,metal / wood collision,10
P04,P04-20240415-175615,00:01:43.977,00:01:49.278,4990896,5245344,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:01:49.814,00:01:50.100,5271072,5284800,metal / wood collision,10
P04,P04-20240415-175615,00:01:50.736,00:01:56.928,5315328,5612544,footstep,7
P04,P04-20240415-175615,00:01:57.188,00:01:57.990,5625024,5663520,metal / wood collision,10
P04,P04-20240415-175615,00:01:57.834,00:01:58.318,5656032,5679264,metal / plastic collision,11
P04,P04-20240415-175615,00:01:58.428,00:01:59.269,5684544,5724912,metal / plastic collision,11
P04,P04-20240415-175615,00:01:59.725,00:02:02.005,5746800,5856240,footstep,7
P04,P04-20240415-175615,00:02:00.061,00:02:00.338,5762928,5776224,plastic / wood collision,27
P04,P04-20240415-175615,00:02:02.158,00:02:02.561,5863584,5882928,metal-only collision,0
P04,P04-20240415-175615,00:02:02.811,00:02:04.894,5894928,5994912,footstep,7
P04,P04-20240415-175615,00:02:04.874,00:02:05.485,5993952,6023280,plastic-only collision,6
P04,P04-20240415-175615,00:02:05.950,00:02:07.450,6045600,6117600,footstep,7
P04,P04-20240415-175615,00:02:07.408,00:02:12.144,6115584,6342912,rustle,4
P04,P04-20240415-175615,00:02:12.547,00:02:14.936,6362256,6476928,footstep,7
P04,P04-20240415-175615,00:02:14.936,00:02:21.024,6476928,6769152,rustle,4
P04,P04-20240415-175615,00:02:16.346,00:02:16.882,6544608,6570336,open / close,3
P04,P04-20240415-175615,00:02:20.547,00:02:20.811,6746256,6758928,rustle,4
P04,P04-20240415-175615,00:02:21.239,00:02:21.864,6779472,6809472,metal / marble collision,28
P04,P04-20240415-175615,00:02:22.060,00:02:22.757,6818880,6852336,metal / wood collision,10
P04,P04-20240415-175615,00:02:22.903,00:02:24.649,6859344,6943152,footstep,7
P04,P04-20240415-175615,00:02:24.602,00:02:25.839,6940896,7000272,open / close,3
P04,P04-20240415-175615,00:02:26.075,00:02:27.894,7011599,7098912,footstep,7
P04,P04-20240415-175615,00:02:28.242,00:02:28.624,7115615,7133952,water,5
P04,P04-20240415-175615,00:02:31.304,00:02:38.044,7262592,7586112,footstep,7
P04,P04-20240415-175615,00:02:37.847,00:02:42.058,7576656,7778784,rustle,4
P04,P04-20240415-175615,00:02:42.058,00:02:46.328,7778784,7983744,footstep,7
P04,P04-20240415-175615,00:02:46.380,00:02:46.719,7986240,8002512,open / close,3
P04,P04-20240415-175615,00:02:48.203,00:02:51.649,8073744,8239152,footstep,7
P04,P04-20240415-175615,00:02:52.489,00:02:52.989,8279472,8303472,open / close,3
P04,P04-20240415-175615,00:02:53.454,00:02:55.314,8325792,8415072,rustle,4
P04,P04-20240415-175615,00:02:55.424,00:02:57.954,8420352,8541792,footstep,7
P04,P04-20240415-175615,00:02:58.004,00:02:58.534,8544192,8569632,metal / wood collision,10
P04,P04-20240415-175615,00:02:58.974,00:03:03.474,8590752,8806752,footstep,7
P04,P04-20240415-175615,00:03:04.295,00:03:04.624,8846160,8861952,metal / wood collision,10
P04,P04-20240415-175615,00:03:05.884,00:03:06.304,8922432,8942592,plastic-only collision,6
P04,P04-20240415-175615,00:03:06.518,00:03:07.584,8952864,9004032,open / close,3
P04,P04-20240415-175615,00:03:07.504,00:03:12.033,9000192,9217584,plastic-only collision,6
P04,P04-20240415-175615,00:03:09.565,00:03:09.928,9099120,9116544,wood-only collision,21
P04,P04-20240415-175615,00:03:15.853,00:03:16.061,9400944,9410928,glass-only collision,20
P04,P04-20240415-175615,00:03:16.616,00:03:20.032,9437568,9601536,plastic-only collision,6
P04,P04-20240415-175615,00:03:20.186,00:03:22.927,9608928,9740496,footstep,7
P04,P04-20240415-175615,00:03:22.946,00:03:23.186,9741408,9752928,metal / plastic collision,11
P04,P04-20240415-175615,00:03:23.215,00:03:23.686,9754320,9776928,metal / wood collision,10
P04,P04-20240415-175615,00:03:23.994,00:03:24.273,9791712,9805104,wood-only collision,21
P04,P04-20240415-175615,00:03:24.394,00:03:25.769,9810912,9876912,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:03:25.788,00:03:27.066,9877824,9939168,open / close,3
P04,P04-20240415-175615,00:03:27.380,00:03:28.964,9954240,10030272,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:03:29.561,00:03:33.186,10058928,10232928,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:03:33.698,00:03:34.892,10257504,10314816,human,24
P04,P04-20240415-175615,00:03:35.294,00:03:37.280,10334112,10429440,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:03:37.288,00:03:38.455,10429824,10485840,human,24
P04,P04-20240415-175615,00:03:38.578,00:03:42.973,10491744,10702704,scrub / scrape / scour / wipe,1
P04,P04-20240415-175615,00:03:43.124,00:03:43.702,10709952,10737696,open / close,3
P04,P04-20240415-175615,00:03:45.276,00:03:46.320,10813248,10863360,footstep,7
P04,P04-20240415-175615,00:03:46.587,00:03:47.349,10876176,10912752,open / close,3
P04,P04-20240415-175615,00:03:48.120,00:03:48.893,10949760,10986864,ceramic / wood collision,34
P04,P04-20240415-175615,00:03:49.576,00:03:51.437,11019648,11108976,footstep,7
P04,P04-20240415-175615,00:03:51.437,00:03:53.113,11108976,11189424,open / close,3
P04,P04-20240415-175615,00:03:53.172,00:03:56.893,11192256,11370864,footstep,7
P04,P04-20240415-175615,00:03:55.922,00:03:56.334,11324256,11344032,ceramic-only collision,14
P04,P04-20240415-175615,00:03:58.347,00:04:02.556,11440656,11642688,footstep,7
P04,P04-20240415-175615,00:04:02.669,00:04:03.323,11648112,11679504,open / close,3
P04,P04-20240415-175615,00:04:03.411,00:04:03.948,11683728,11709504,slide object,9
P04,P04-20240415-175615,00:04:04.301,00:04:04.734,11726448,11747232,open / close,3
P04,P04-20240415-175615,00:04:05.109,00:04:05.698,11765232,11793504,metal / plastic collision,11
P04,P04-20240415-175615,00:04:05.953,00:04:06.591,11805744,11836368,slide object,9
P04,P04-20240415-175615,00:04:06.609,00:04:08.352,11837232,11920896,rustle,4
P04,P04-20240415-175615,00:04:08.833,00:04:11.820,11943984,12087360,rustle,4
P04,P04-20240415-175615,00:04:12.141,00:04:12.899,12102768,12139152,rustle,4
P04,P04-20240415-175615,00:04:12.227,00:04:13.274,12106896,12157152,footstep,7
P04,P04-20240415-175615,00:04:13.266,00:04:15.366,12156768,12257568,slide object,9
P04,P04-20240415-175615,00:04:15.468,00:04:15.841,12262464,12280368,wood-only collision,21
P04,P04-20240415-175615,00:04:17.312,00:04:17.616,12350976,12365568,wood-only collision,21
P04,P04-20240415-175615,00:04:17.816,00:04:18.729,12375167,12418992,open / close,3
P04,P04-20240415-175615,00:04:19.454,00:04:19.904,12453792,12475392,ceramic-only collision,14
P04,P04-20240415-175615,00:04:20.279,00:04:22.954,12493392,12621792,footstep,7
P04,P04-20240415-175615,00:04:23.029,00:04:23.541,12625392,12649968,metal / wood collision,10
P04,P04-20240415-175615,00:04:23.629,00:04:24.279,12654192,12685392,slide object,9
P04,P04-20240415-175615,00:04:24.614,00:04:25.704,12701471,12753792,ceramic / wood collision,34
P04,P04-20240415-175615,00:04:25.890,00:04:27.575,12762720,12843600,open / close,3
P04,P04-20240415-175615,00:04:27.513,00:04:29.593,12840623,12940464,footstep,7
P04,P04-20240415-175615,00:04:29.773,00:04:30.853,12949104,13000944,metal / wood collision,10
P04,P04-20240415-175615,00:04:30.233,00:04:31.233,12971184,13019184,slide object,9
P04,P04-20240415-175615,00:04:31.173,00:04:59.226,13016304,14362848,rustle,4
P04,P04-20240415-175615,00:04:31.865,00:04:32.559,13049520,13082832,metal / wood collision,10
P04,P04-20240415-175615,00:04:58.920,00:05:01.004,14348160,14448192,rustle,4
P04,P04-20240415-175615,00:05:01.099,00:05:02.587,14452752,14524176,rustle,4
P04,P04-20240415-175615,00:05:02.533,00:05:11.574,14521584,14955552,rustle,4
P04,P04-20240415-175615,00:05:11.758,00:05:12.305,14964384,14990640,metal / plastic collision,11
P04,P04-20240415-175615,00:05:12.445,00:05:21.539,14997360,15433872,rustle,4
P04,P04-20240415-175615,00:05:23.705,00:05:24.155,15537840,15559439,ceramic-only collision,14
P04,P04-20240415-175615,00:05:24.572,00:05:42.172,15579456,16424256,rustle,4
P04,P04-20240415-175615,00:05:33.289,00:05:33.680,15997872,16016640,ceramic-only collision,14
P04,P04-20240415-175615,00:05:37.855,00:05:38.072,16217040,16227456,ceramic-only collision,14
P04,P04-20240415-175615,00:05:42.572,00:05:43.122,16443456,16469856,ceramic-only collision,14
P04,P04-20240415-175615,00:05:43.522,00:05:58.067,16489056,17187216,rustle,4
P04,P04-20240415-175615,00:05:48.166,00:05:51.041,16711968,16849968,cut / chop,2
P04,P04-20240415-175615,00:05:51.896,00:05:52.317,16891008,16911216,rustle,4
P04,P04-20240415-175615,00:05:59.178,00:05:59.712,17240544,17266176,ceramic-only collision,14
P04,P04-20240415-175615,00:05:59.894,00:06:07.110,17274912,17621280,rustle,4
P04,P04-20240415-175615,00:06:07.660,00:06:08.019,17647680,17664912,ceramic-only collision,14
P04,P04-20240415-175615,00:06:08.543,00:06:12.841,17690064,17896368,rustle,4
P04,P04-20240415-175615,00:06:13.816,00:06:19.329,17943168,18207792,rustle,4
P04,P04-20240415-175615,00:06:13.991,00:06:14.441,17951568,17973168,ceramic-only collision,14
P04,P04-20240415-175615,00:06:19.823,00:06:20.054,18231504,18242592,ceramic-only collision,14
P04,P04-20240415-175615,00:06:20.809,00:06:37.779,18278832,19093392,rustle,4
P04,P04-20240415-175615,00:06:39.793,00:06:40.083,19190064,19203984,ceramic-only collision,14
P04,P04-20240415-175615,00:06:40.443,00:06:41.723,19221264,19282704,ceramic-only collision,14
P04,P04-20240415-175615,00:06:41.723,00:06:42.113,19282704,19301424,slide object,9
P04,P04-20240415-175615,00:06:42.343,00:06:47.813,19312464,19575024,rustle,4
P04,P04-20240415-175615,00:06:43.733,00:06:44.163,19379184,19399824,ceramic-only collision,14
P04,P04-20240415-175615,00:06:47.783,00:06:48.903,19573584,19627344,ceramic-only collision,14
P04,P04-20240415-175615,00:06:49.703,00:06:51.513,19665744,19752624,ceramic-only collision,14
P04,P04-20240415-175615,00:06:52.050,00:06:52.613,19778400,19805424,rustle,4
P04,P04-20240415-175615,00:06:52.708,00:06:53.193,19809984,19833264,metal / wood collision,10
P04,P04-20240415-175615,00:06:53.661,00:06:54.733,19855728,19907184,rustle,4
P04,P04-20240415-175615,00:06:55.240,00:06:56.133,19931520,19974384,slide object,9
P04,P04-20240415-175615,00:06:58.328,00:07:00.683,20079744,20192784,footstep,7
P04,P04-20240415-175615,00:07:00.493,00:07:00.803,20183664,20198544,metal / plastic collision,11
P04,P04-20240415-175615,00:07:01.443,00:07:04.273,20229264,20365104,rustle,4
P04,P04-20240415-175615,00:07:04.293,00:07:04.633,20366064,20382384,ceramic-only collision,14
P04,P04-20240415-175615,00:07:04.633,00:07:05.563,20382384,20427024,footstep,7
P04,P04-20240415-175615,00:07:05.793,00:07:06.563,20438064,20475024,ceramic-only collision,14
P04,P04-20240415-175615,00:07:07.390,00:07:08.263,20514720,20556624,footstep,7
P04,P04-20240415-175615,00:07:08.333,00:07:26.567,20559984,21435216,rustle,4
P04,P04-20240415-175615,00:07:24.753,00:07:25.103,21348144,21364944,metal / wood collision,10
P04,P04-20240415-175615,00:07:26.459,00:07:27.220,21430032,21466560,metal / plastic collision,11
P04,P04-20240415-175615,00:07:27.501,00:07:28.542,21480048,21530016,footstep,7
P04,P04-20240415-175615,00:07:28.324,00:07:29.001,21519552,21552048,metal / wood collision,10
P04,P04-20240415-175615,00:07:29.001,00:07:30.126,21552048,21606048,footstep,7
P04,P04-20240415-175615,00:07:30.147,00:07:31.615,21607056,21677520,open / close,3
P04,P04-20240415-175615,00:07:31.678,00:07:32.240,21680544,21707520,metal / wood collision,10
P04,P04-20240415-175615,00:07:32.602,00:07:33.303,21724896,21758544,open / close,3
P04,P04-20240415-175615,00:07:33.674,00:07:34.199,21776352,21801552,metal / wood collision,10
P04,P04-20240415-175615,00:07:34.480,00:07:35.938,21815040,21885024,footstep,7
P04,P04-20240415-175615,00:07:35.938,00:07:48.117,21885024,22469616,rustle,4
P04,P04-20240415-175615,00:07:38.261,00:07:39.022,21996528,22033056,metal / plastic collision,11
P04,P04-20240415-175615,00:07:48.992,00:07:50.680,22511616,22592640,open / close,3
P04,P04-20240415-175615,00:07:51.242,00:07:53.833,22619616,22743984,cut / chop,2
P04,P04-20240415-175615,00:07:54.458,00:07:56.458,22773984,22869984,metal / plastic collision,11
P04,P04-20240415-175615,00:07:58.583,00:08:01.283,22971984,23101584,metal / wood collision,10
P04,P04-20240415-175615,00:08:02.613,00:08:03.010,23165424,23184480,metal-only collision,0
P04,P04-20240415-175615,00:08:03.010,00:08:04.672,23184480,23264256,open / close,3
P04,P04-20240415-175615,00:08:04.672,00:08:05.672,23264256,23312256,footstep,7
P04,P04-20240415-175615,00:08:05.657,00:08:06.025,23311536,23329200,metal-only collision,0
P04,P04-20240415-175615,00:08:06.393,00:08:08.216,23346864,23434368,footstep,7
P04,P04-20240415-175615,00:08:08.445,00:08:12.496,23445360,23639808,rustle,4
P04,P04-20240415-175615,00:08:12.693,00:08:14.673,23649264,23744304,cut / chop,2
P04,P04-20240415-175615,00:08:17.173,00:08:17.413,23864304,23875824,ceramic-only collision,14
P04,P04-20240415-175615,00:08:19.013,00:08:24.179,23952624,24200592,rustle,4
P04,P04-20240415-175615,00:08:24.954,00:08:35.268,24237792,24732864,rustle,4
P04,P04-20240415-175615,00:08:34.602,00:08:45.586,24700896,25228128,pour,19
P04,P04-20240415-175615,00:08:35.581,00:08:46.268,24747888,25260864,rustle,4
P04,P04-20240415-175615,00:08:46.268,00:08:46.768,25260864,25284864,metal / plastic collision,11
P04,P04-20240415-175615,00:08:48.542,00:08:48.879,25370016,25386192,click,16
P04,P04-20240415-175615,00:08:50.412,00:08:51.368,25459776,25505664,metal-only collision,0
P04,P04-20240415-175615,00:08:58.890,00:08:59.673,25866720,25904304,slide object,9
P04,P04-20240415-175615,00:09:01.423,00:09:03.977,25988304,26110896,metal / ceramic collision,12
P04,P04-20240415-175615,00:09:06.694,00:09:07.097,26241311,26260656,footstep,7
P04,P04-20240415-175615,00:09:08.455,00:09:08.868,26325840,26345664,metal / ceramic collision,12
P04,P04-20240415-175615,00:09:12.524,00:09:35.357,26521152,27617136,rustle,4
P04,P04-20240415-175615,00:09:17.260,00:09:17.738,26748480,26771424,plastic-only collision,6
P04,P04-20240415-175615,00:09:31.629,00:09:31.901,27438192,27451247,plastic-only collision,6
P04,P04-20240415-175615,00:09:36.575,00:09:41.172,27675600,27896256,footstep,7
P04,P04-20240415-175615,00:09:43.573,00:09:44.152,28011504,28039296,metal-only collision,0
P04,P04-20240415-175615,00:09:45.670,00:09:46.018,28112159,28128864,metal-only collision,0
